"Company Name",Address,Place,Zip,Sector,Product,Website,Region
"Energy Solutions Partners, LLC","1915 denver west crt apt 1833","Golden, Colorado",80401,Solar,"Consulting - distributed energy",,"Rockies Area"
"Energy Solutions S A",,"PERNIK, Bulgaria",2304,Solar,"produces photovoltaic modules using mono- and poly-crystalline Si solar cells. Crystalline Si",,
"Energy Systems Limited ESL",,"Kampala, Uganda",25928,"Renewable Energy,Solar","ESL deals with design, supply, installations and maintenance of solar and other renewable energy systems in Uganda. The company has a special focus on the remote rural communitiies within Uganda.",,
"Energy Technologies, Inc.","219 Park Avenue East","Mansfield, Ohio",44902,"Biomass,Solar,Wind energy",Manufacturing,http://www.ruggedsystems.com,
"Energy Technology Centre",,"Nuremberg, Germany",90443,Solar,"Germany-based incubator and research housing facility, Energy Technology Centre, concentrates on business initiatives and innovations. It hosts solar cell developer Konarka in its Nurumberg base.",,
"Energy Transfer-MDE","1100 Steubenville Rd","Carrollton, Ohio",4415,"Biofuels,Geothermal energy,Solar,Wind energy",Manufacturing,http://www.energytransferinc.com,
"Energy Trust of Oregon Inc","421 SW Oak Street, Suite 300","Portland, Oregon","OR 97204","Efficiency,Renewable Energy,Solar,Wind energy","Gives grants for the implementation of efficiency improvements and renewable energy sources at a household and utility-scale level,Distributed Wind Installation",https://www.energytrust.org/find-a-contractor/,
"Energy Work",,"Kelaniya, Sri Lanka",,"Biomass,Renewable Energy,Solar","Dealing with renewable energy applications, specifically solar and biomass power generation",,
"Enermill Energie Rinnovabili srl",,"Vercelli, Italy",13040,"Solar,Wind energy","Enermill is focusing on developping wind and solar PV projects.",,
"Enerstar SA",,"Gandia, Valencia, Spain",467022,Solar,"Developing a 50.0MW parabolic trough solar thermal project in Villena.",,
"Enertech Marketing Services",,"Bangalore, Karnataka, India",560041,"Services,Solar","Enertech Marketing Services was established in the year 1997 with the purpose of providing products, services and solutions in the fields of energy conservation and alternative sources of energy, especially solar.",,
"Enfinity CGNPC JV",,China,,Solar,"China-based JV and solar project developer.",,
"Enfinity Videocon JV",,India,,Solar,"India-based JV to develop large-scale solar projects.",,
Engie,"La Défense, Courbevoie",France,,"Biofuels,Biomass,Hydropower,Marine Energy,Renewable Energy,Solar,Transmission,Wind energy",,https://www.engie.com/en,
"Engineered Process Systems, Ltd. (EPS, Ltd.)","PO Box 471","Huron, Ohio",44839,"Biomass,Efficiency,Geothermal energy,Solar","Consulting,Energy provider: power production,Engineering/architectural/design,Installation,Investment/finances,Maintenance and repair,Retail product sales and distribution",http://www.bestuseofenergy.com,
Engyco,,"Jersey, Channel Islands, United Kingdom","JE2 4SU",Solar,"Jersey based firm aiming to acquire and repower Spanish solar assets.",,
Eni,"Piazzale Enrico Mattei, 1, 00144 Rome",Italy,,"Biofuels,Biomass,Marine Energy,Renewable Energy,Solar,Wind energy",,https://www.eni.com/en-IT/,
"Enolia Energy SA",,"Athens, Greece","152 31","Solar,Wind energy","Project developer planning to build solar thermal electricity generation (STEG) projects and wind farms.",,
"Enovos Group",,Germany,,Solar,"Germany-based utility. The utility has interests in solar energy.",,
"Ensign Energy Ltd",,"Burnley, United Kingdom","BB11 1SF","Solar,Wind energy","Company installs microgeneration equipment on residential housing - solar, heating pumps, wind turbines",,
"Entech Solar Inc formerly WorldWater Solar Technologies",,"Fort Worth, Texas",76177,Solar,"Texas-based solar energy systems manufacturer.",,
"Entegra Infrastructure Ltd formerly Induj Enertech",,"Mumbai, Maharashtra, India","400 093",Solar,"Project developer of energy projects in India and worldwide, distributor of EDIG solar thermal power systems.",,
Entelin,,"Caracas, Venezuela",,Solar,"Venezuela-based PV solar module installer.",,
"Entero Energy","823 Congress Avenue","Austin, Texas",78701,Solar,"Design and develop renewable energy facilities with a focus on solar",http://www.enteroenergy.com/,"Texas Area"
"Enterprise Solar Solutions",,"New York",,Solar,"New York-based company that specializes in commercial solar photovoltaic applications for businesses.",,
"Enursun Power Tech Pvt Ltd",,"Mumbai, Maharashtra, India",400021,Solar,"Mumbai-based solar project developer.",,
"EnviroMission Ltd",,"Melbourne, Victoria, Australia",3205,Solar,"Australia-based firm that develops, owns and operates solar thermal convection tower power plants.",,
"Environ Energy Tech Service Ltd",,"Kolkatta, West Bengal, India","700 063",Solar,"Solar photovoltaic solutions provider.",,
"Environmental Solar Systems","117 West Street","Methuen, Massachusetts",01844,Solar,"Solar thermal panels for home heating",http://www.environmentalsolarsystems.com/,"Greater Boston Area"
"Envision Solar","4225 Executive Square","San Diego, California",92037,Solar,"Developing designs for converting parking lots into PV systems",http://www.envisionsolar.com/,"Southern CA Area"
Envisolar,,"Saxony-Anhalt, Germany","D-82230 WeÃŸling",Solar,"Germany-based resource forecasting consultant, Envisolar, is funded by the ESA to analyse satellite radiation data across Europe so that solar projects can be optimally located.",,
"Envitec Solar GmbH",,"Heiligenkreuz, Austria",,Solar,"Domiciled in Austria, Envitec Solar operates as the thin-film module manufacturing arm of Envitec Energy.",,
"Enzen Global Limited","Blythe Valley Innovation Centre, Central Boulevard, 
Solihull B90 8AJ","United Kingdom",,"Marine Energy,Renewable Energy,Solar,Wind energy",,https://www.enzen.com/,
"Eolian Renewable Energy LLC",,"Portsmouth, New Hampshire",3801,"Solar,Wind energy","New Hampshire-based clean energy project developer, with focus on community wind and solar.",,
"Eoplly New Energy Technology Co Ltd",,"Haiâ€™an, Jiangsu Province, China",226602,Solar,"Eoplly is solar cell and module maker based in China with offices in Asia, Europe and North America.",,
"Eos Energia",,"Bologna, Italy",40133,Solar,"Italy-based solar project design and construction company.",,
"Epco Corporation",,"Tokyo, Japan",120-0036,Solar,"Tokyo-based equipment design consulting firm. The firm is working on solar panel design and installation in China.",,
"Epco SIBR JV",,"Shenzhen, China",,"Buildings,Efficiency,Services,Solar","Shenzhen-based JV providing solar installation services to enhance energy efficiency in buildings.",,
"Epic Energy Ltd",,"Mumbai, Maharashtra, India",400053,Solar,"Mumbai-based manufacturers of power storage and energy saving devices, including solar-powered equipment and devices.",,
"Epoch Energy Technology Co Ltd",,"Hangzhou, Zhejiang Province, China",311201,Solar,"Distributor of PV outdoor lights and solar thermal water heating systems.",,
"Epuron LLC",,"Philadelphia, Pennsylvania",19103,Solar,"Epuron LLC is the US subsidiary of Germany solar developer Conergy.",,
Eres,,"MÃ¡laga, Spain",29590,"Solar,Wind energy","Eres develops solar and wind projects, from planning to the construction of the plants.",,
Erpasa,,"Oviedo, Spain",33003,"Biofuels,Solar","A distributor of passive solar and PV modules, as well as certain biofuels that are produced on a plantation owned by the company.",,
"Ertex Solar",,"Amstetten, Austria",A-3300,Solar,"produce innovative solar modules which provide new opportunies for building integration.",,
"Esar Solar Power Pvt Ltd",,"Jaipur, Rajasthan, India",,Solar,"Jaipur-based solar project developer.",,
"Eshia Energia SL",,"Barcelona, Spain",8930,"Solar,Wind energy","Manufacturer of on-board wind and solar systems",,
"Essentium Bluefield JV",,Spain,,Solar,"Spain-based solar photovoltaic project developer.",,
"Estelux Srl",,"San Pietro in GÃ¹, Italy",35010,Solar,"Estelux plans to build Italys first solar-grade polysilicon plant, using an updated version of the Siemens technology.",,
"Etasolar Ltd",,"Gyeongsan, North Gyeongsang, Korea (Republic)",712-210,Solar,"Korea-based manufacturer of monocrystalline PV modules, inverters, tracking systems, and solar-powered street lamp.",,
EthicOhm,,France,,Solar,"France-based solar project developer.",,
"Ethos Partners Ltd",,"London, United Kingdom","EC2R 7AS","Biomass,Solar,Wind energy","Corporate finace consultancy specialising in environmental technology valuations. Provides clients with access to capital markets and locates attractive investment opportunities on their behalf. Focus on wind, solar, biomass public companies and projects.",,
"Eti Solar Energy Technologies Inc",,"Edmonton, Canada","T5S 2K9","Renewable Energy,Solar","ETI SOLAR is a renewable energy company specializing in designing, manufacturing, marketing and installing solar power systems.",,
"Etimex Solar GmbH",,"Dietenheim, Baden-WÃ¼rttemberg, Germany",89165,Solar,"A German manufacturer of encapsulation films for solar modules.",,
"Etrion Corporation",,"Geneva, Switzerland",1207,"Solar,Wind energy","Geneva-based power producer, developing and building large scale solar PV, solar thermal and wind power plants.",,
"Eurico Ferreira SA",,Portugal,,Solar,"Telecommunications and electricity company with a stake in PV JV Solar Plus.",,
"Euro Multivision Ltd",,"Mumbai, Maharashtra, India",400093,Solar,"Data storage media,foraying into solar photovoltaic cells.",,
"Euro Solar Parks Inc",,"Ho-ho-Kus, New Jersey",7423,Solar,"New Jersey-based solar developer focused on development of projects in Europe, specifically Greece, and South America.",,
"Euro Solar Power Pvt Ltd",,"Mumbai, Maharashtra, India","400 059",Solar,"Mumbai-based solar project developers.",,
"Eurobox Impianti",,"Parma, Italy",,"Renewable Energy,Solar,Wind energy","Eurobox Impianti s.r.l. is a developer of renewable energy projects including wind and solar power projects.",,
"Europartner Solar GmbH Co KG",,"Wurzburg, Bavaria, Germany",97074,Solar,"Wurzburg-based solar equipment provider for PV systems.",,
"European Association for Renewable Energy EUROSOLAR",,"Bonn, Germany",53113,"Renewable Energy,Solar","The European Association for Renewable Energy (EUROSOLAR) was founded in 1988 as a nonprofit organization that promotes the replacement of nuclear and fossil energies with Renewable Energy sources.",,
"European Energy A S",,"Lyngby, Denmark",,"Renewable Energy,Solar,Wind energy","Denmark-based independent power producer group specializing in renewable energy. The firm's main focus is on the construction and operation of wind farms and photovoltaic solar plants.",,
"European Space Agency",,"Paris, France",75738,"Services,Solar","ESAÂ¡Â¯s job is to draw up the European space programme and carry it through. The AgencyÂ¡Â¯s projects are designed to find out more about the Earth, its immediate space environment, the solar system and the Universe, as well as to develop satellite-based technologies and services, and to promote European industries. ESA also works closely with space organisations outside Europe to share the benefits of space with the whole of mankind.",,
"Eurostar Solar Energy ESE",,"Dubai, United Arab Emirates",,Solar,"Dubai-based PV module and solar thermal system provider, acting as a unit of Eurostar Group.",,
"Eurovoltaic Plc",,"United Kingdom",,Solar,"Issues bonds for the purpose of financing solar power plants and acquiring ready-to-use power stations in Spain and Germany, legally based in the UK.",,
"Evans Analytical Group EAG",,"Sunnyvale, California",94086,Solar,"California-based firm involved in materials characterization. The company provides testing and performance measurements for solar PV energy systems.",,
"Ever Step Development Ltd",,"Hong Kong, Hong Kong",,Solar,"Ever Step Development and its sister company Goldmaster Development produce solar and electronic products.",,
"Everbrite Industries Inc",,"Toronto, Ontario, Canada","M1R 2T6",Solar,"Everbrite Industries is an electrical contractor that has established a solar division with plans to build a thin-film module plant capable of producing 150MW annually.",,
"Everguard Solar Energy",,"Albuquerque, New Mexico",87107,Solar,"New Mexico-based solar PV electric system installer, in addition to selling solar products.",,
"Evolution Solar",,"Road Town Tortola, United Kingdom",,Solar,"British Virgin Islands-based solar energy company dedicated to establishing solar panel factories in the Middle East and Africa using both Crystalline Silicon and Thin Film technologies.",,
"Exolis Energy","350 Sentry Parkway, Building 630","Blue Bell, Pennsylvania",19422,Solar,"Esco with DG",,"Northeast - NY NJ CT PA Area"
"Exosun Sas",,"Martillac, France",33650,Solar,"The company manufactures solar trackers and acts as system integrator for PV plants. It is also developing its own CPV technology.",,
"Expansion and Improvement of Solar Water Heating Technology in China Project Management Office",,"Beijing, Beijing Municipality, China",100038,"Buildings,Solar","The programme focuses on the development of high-quality and attractive-looking model designs for integrating solar water heaters (SWH) into buildings in China.",,
